from_user|to_user|text
Flibertygibit2|N/A|RT @TomthunkitsMind: On page 93 of the “tax bill” Republicans are trying to redefine what constitutes an unborn child as the moment of conc…
mms5048|Cosmopolitan|Planned Parenthood Will Launch 10 New Video Chat Abortion Locations in 2018 https://t.co/TxqTZf74Nk via @Cosmopolitan
mms5048|N/A|Planned Parenthood Will Launch 10 New Video Chat Abortion Locations in 2018 https://t.co/TxqTZf74Nk via @Cosmopolitan
DoesAnyoneGetIt|amandafoxnyc|"@amandafoxnyc @airbornelayer88 @FoxNews @TuckerCarlson @BarackObama @MarkWarner @POTUS There's a ""BlueWave"" but it'… https://t.co/WRPqr85lxx"
DoesAnyoneGetIt|amandafoxnyc|"@amandafoxnyc @airbornelayer88 @FoxNews @TuckerCarlson @BarackObama @MarkWarner @POTUS There's a ""BlueWave"" but it'… https://t.co/WRPqr85lxx"
DoesAnyoneGetIt|airbornelayer88|"@amandafoxnyc @airbornelayer88 @FoxNews @TuckerCarlson @BarackObama @MarkWarner @POTUS There's a ""BlueWave"" but it'… https://t.co/WRPqr85lxx"
DoesAnyoneGetIt|FoxNews|"@amandafoxnyc @airbornelayer88 @FoxNews @TuckerCarlson @BarackObama @MarkWarner @POTUS There's a ""BlueWave"" but it'… https://t.co/WRPqr85lxx"
DoesAnyoneGetIt|TuckerCarlson|"@amandafoxnyc @airbornelayer88 @FoxNews @TuckerCarlson @BarackObama @MarkWarner @POTUS There's a ""BlueWave"" but it'… https://t.co/WRPqr85lxx"
DoesAnyoneGetIt|BarackObama|"@amandafoxnyc @airbornelayer88 @FoxNews @TuckerCarlson @BarackObama @MarkWarner @POTUS There's a ""BlueWave"" but it'… https://t.co/WRPqr85lxx"
DoesAnyoneGetIt|MarkWarner|"@amandafoxnyc @airbornelayer88 @FoxNews @TuckerCarlson @BarackObama @MarkWarner @POTUS There's a ""BlueWave"" but it'… https://t.co/WRPqr85lxx"
DoesAnyoneGetIt|POTUS|"@amandafoxnyc @airbornelayer88 @FoxNews @TuckerCarlson @BarackObama @MarkWarner @POTUS There's a ""BlueWave"" but it'… https://t.co/WRPqr85lxx"
DCLatinMass|pdabrosca|"RT @pdabrosca: ""You're better off killing it."" - Planned Parenthood https://t.co/L7X9IPxRkG"
DCLatinMass|N/A|"RT @pdabrosca: ""You're better off killing it."" - Planned Parenthood https://t.co/L7X9IPxRkG"
NsgConscience|mclemoremr|@mclemoremr @OtherSociology @mclemoremr I find your dialogue on abortion and abortion rights refreshing, hence the… https://t.co/rtxAQMQUYG
NsgConscience|mclemoremr|@mclemoremr @OtherSociology @mclemoremr I find your dialogue on abortion and abortion rights refreshing, hence the… https://t.co/rtxAQMQUYG
NsgConscience|OtherSociology|@mclemoremr @OtherSociology @mclemoremr I find your dialogue on abortion and abortion rights refreshing, hence the… https://t.co/rtxAQMQUYG
NsgConscience|mclemoremr|@mclemoremr @OtherSociology @mclemoremr I find your dialogue on abortion and abortion rights refreshing, hence the… https://t.co/rtxAQMQUYG
e_waldock|Doctors4Choice|RT @Doctors4Choice: Did you know that the average maternal mortality ratio is 3 times higher in countries with more restrictive abortion la…
e_waldock|N/A|RT @Doctors4Choice: Did you know that the average maternal mortality ratio is 3 times higher in countries with more restrictive abortion la…
Elelizabethth|goodoldcatchy|RT @goodoldcatchy: Jesus wasn’t white. Trump isn’t a Christian. Trickle-down economics doesn’t work. A border wall isn’t feasible. Climate…
Elelizabethth|N/A|RT @goodoldcatchy: Jesus wasn’t white. Trump isn’t a Christian. Trickle-down economics doesn’t work. A border wall isn’t feasible. Climate…
rph5587|LeahRBoss|RT @LeahRBoss: Never let the left lecture you on how much Republicans hate blacks, poor folks, or the disabled. 4x as many black babies a…
rph5587|N/A|RT @LeahRBoss: Never let the left lecture you on how much Republicans hate blacks, poor folks, or the disabled. 4x as many black babies a…
nclrcmmnsm|N/A|tw// LRT abortionbrb drinking bleach
tarrimarkel|JoeCostello|"RT @JoeCostello: #PlannedParenthood IS NOT #FamilyPlanning.As A Matter Of Fact, Quite The Opposite.The #Cabal Is Destroying The ""#Family"" V…"
tarrimarkel|N/A|"RT @JoeCostello: #PlannedParenthood IS NOT #FamilyPlanning.As A Matter Of Fact, Quite The Opposite.The #Cabal Is Destroying The ""#Family"" V…"
scottsexton1|goodoldcatchy|RT @goodoldcatchy: Jesus wasn’t white. Trump isn’t a Christian. Trickle-down economics doesn’t work. A border wall isn’t feasible. Climate…
scottsexton1|N/A|RT @goodoldcatchy: Jesus wasn’t white. Trump isn’t a Christian. Trickle-down economics doesn’t work. A border wall isn’t feasible. Climate…
GNews_Center|N/A|#Femail - Nadia Sawalha reveals secret abortion for the first time, The Loose Women pane... https://t.co/yMKjWOSCxa https://t.co/esntl1JqDq
uberfeminist|uberfeminist|abortion: i think pregnant women should make their own choices, and should not be forced into anything.  I don't… https://t.co/cIXID0HhDr
uberfeminist|N/A|abortion: i think pregnant women should make their own choices, and should not be forced into anything.  I don't… https://t.co/cIXID0HhDr
samixellen|aidan|RT @aidan: a planned parenthood march is not a “pro-abortion rally”, abortions only make up around 9% of what’s done at PP. you can have ch…
samixellen|N/A|RT @aidan: a planned parenthood march is not a “pro-abortion rally”, abortions only make up around 9% of what’s done at PP. you can have ch…
inspirelifenow|N/A|Planned Parenthood led Virginia pro-abortion groups this week in attacking a new bill to protect unborn babies who… https://t.co/6sJMsZY8QR
mistahandy|goodoldcatchy|RT @goodoldcatchy: Jesus wasn’t white. Trump isn’t a Christian. Trickle-down economics doesn’t work. A border wall isn’t feasible. Climate…
mistahandy|N/A|RT @goodoldcatchy: Jesus wasn’t white. Trump isn’t a Christian. Trickle-down economics doesn’t work. A border wall isn’t feasible. Climate…
ambrosialynnn|goodoldcatchy|RT @goodoldcatchy: Jesus wasn’t white. Trump isn’t a Christian. Trickle-down economics doesn’t work. A border wall isn’t feasible. Climate…
ambrosialynnn|N/A|RT @goodoldcatchy: Jesus wasn’t white. Trump isn’t a Christian. Trickle-down economics doesn’t work. A border wall isn’t feasible. Climate…
HowMuchDuck|samsax420|RT @samsax420: Men have so many opinions on abortion when in reality it’s not up to you. Sorry this is the one thing you don’t have control…
HowMuchDuck|N/A|RT @samsax420: Men have so many opinions on abortion when in reality it’s not up to you. Sorry this is the one thing you don’t have control…
TomHiter|N/A|Look at that smile and try to tell me abortion is okay! https://t.co/6RqHIORDGI
Drainag26783591|Gavin_McInnes|@Gavin_McInnes @ProudBoysUSA Kid looks retarded that's what abortion is for
Drainag26783591|Gavin_McInnes|@Gavin_McInnes @ProudBoysUSA Kid looks retarded that's what abortion is for
Drainag26783591|ProudBoysUSA|@Gavin_McInnes @ProudBoysUSA Kid looks retarded that's what abortion is for
1mrtimk|POLITICSandFUN|RT @POLITICSandFUN: Worst Genocides In Modern History: Mao Zedong  34,300,000+💀Stalin                 23,000,000+💀Hitler…
1mrtimk|N/A|RT @POLITICSandFUN: Worst Genocides In Modern History: Mao Zedong  34,300,000+💀Stalin                 23,000,000+💀Hitler…
GinnyShanogirl|YouTube|"Debunking Planned Parenthood's ""3%"" Abortion Myth https://t.co/Kj1yZ4jZhK via @YouTube"
GinnyShanogirl|N/A|"Debunking Planned Parenthood's ""3%"" Abortion Myth https://t.co/Kj1yZ4jZhK via @YouTube"
Frostbite___|bad_dominicana|RT @bad_dominicana: and do we ever talk about how lack of abortion access &amp; shame around it means sometimes u have to grow up fielding pare…
Frostbite___|N/A|RT @bad_dominicana: and do we ever talk about how lack of abortion access &amp; shame around it means sometimes u have to grow up fielding pare…
jojokejohn|truthout|Legalizing Abortion Means Nothing if There Is No Access https://t.co/nlpM5nWu7p via @truthout
jojokejohn|N/A|Legalizing Abortion Means Nothing if There Is No Access https://t.co/nlpM5nWu7p via @truthout
ryleemgunderson|goodoldcatchy|RT @goodoldcatchy: Jesus wasn’t white. Trump isn’t a Christian. Trickle-down economics doesn’t work. A border wall isn’t feasible. Climate…
ryleemgunderson|N/A|RT @goodoldcatchy: Jesus wasn’t white. Trump isn’t a Christian. Trickle-down economics doesn’t work. A border wall isn’t feasible. Climate…
CaleClarke|POLITICSandFUN|RT @POLITICSandFUN: Worst Genocides In Modern History: Mao Zedong  34,300,000+💀Stalin                 23,000,000+💀Hitler…
CaleClarke|N/A|RT @POLITICSandFUN: Worst Genocides In Modern History: Mao Zedong  34,300,000+💀Stalin                 23,000,000+💀Hitler…
RitaHisgenBoone|SecAzar|#JusticeforJane: Demand HHS @SecAzar remove Scott Lloyd from ORR for denying abortion care to undocumented young wo… https://t.co/K2dcR1Hge8
RitaHisgenBoone|N/A|#JusticeforJane: Demand HHS @SecAzar remove Scott Lloyd from ORR for denying abortion care to undocumented young wo… https://t.co/K2dcR1Hge8
IsaiahBucur|AnaseSkyrider|@AnaseSkyrider @ChelbeD @DramaCoach @JTMann05 @realDonaldTrump Yea I'm sorry, but that's not how twitter works budd… https://t.co/GI7TGgXLA5
IsaiahBucur|AnaseSkyrider|@AnaseSkyrider @ChelbeD @DramaCoach @JTMann05 @realDonaldTrump Yea I'm sorry, but that's not how twitter works budd… https://t.co/GI7TGgXLA5
IsaiahBucur|ChelbeD|@AnaseSkyrider @ChelbeD @DramaCoach @JTMann05 @realDonaldTrump Yea I'm sorry, but that's not how twitter works budd… https://t.co/GI7TGgXLA5
IsaiahBucur|DramaCoach|@AnaseSkyrider @ChelbeD @DramaCoach @JTMann05 @realDonaldTrump Yea I'm sorry, but that's not how twitter works budd… https://t.co/GI7TGgXLA5
IsaiahBucur|JTMann05|@AnaseSkyrider @ChelbeD @DramaCoach @JTMann05 @realDonaldTrump Yea I'm sorry, but that's not how twitter works budd… https://t.co/GI7TGgXLA5
IsaiahBucur|realDonaldTrump|@AnaseSkyrider @ChelbeD @DramaCoach @JTMann05 @realDonaldTrump Yea I'm sorry, but that's not how twitter works budd… https://t.co/GI7TGgXLA5
rintobean|PotatoNDisguise|@PotatoNDisguise A woman’s mental health deteriorating after an abortion is largely untrue. In a recent UK study, o… https://t.co/ZSGk3zmxfW
rintobean|PotatoNDisguise|@PotatoNDisguise A woman’s mental health deteriorating after an abortion is largely untrue. In a recent UK study, o… https://t.co/ZSGk3zmxfW
Mariisconfused|goodoldcatchy|RT @goodoldcatchy: Jesus wasn’t white. Trump isn’t a Christian. Trickle-down economics doesn’t work. A border wall isn’t feasible. Climate…
Mariisconfused|N/A|RT @goodoldcatchy: Jesus wasn’t white. Trump isn’t a Christian. Trickle-down economics doesn’t work. A border wall isn’t feasible. Climate…
Theresa20618779|cyclinggomez|@cyclinggomez @NARAL @Rewire_News Abortion isn’t murder. Again if YOU don’t want one then don’t have it. Stay out o… https://t.co/Myu3i5h3fu
Theresa20618779|cyclinggomez|@cyclinggomez @NARAL @Rewire_News Abortion isn’t murder. Again if YOU don’t want one then don’t have it. Stay out o… https://t.co/Myu3i5h3fu
Theresa20618779|NARAL|@cyclinggomez @NARAL @Rewire_News Abortion isn’t murder. Again if YOU don’t want one then don’t have it. Stay out o… https://t.co/Myu3i5h3fu
Theresa20618779|Rewire_News|@cyclinggomez @NARAL @Rewire_News Abortion isn’t murder. Again if YOU don’t want one then don’t have it. Stay out o… https://t.co/Myu3i5h3fu
Shadowrayven|Kragar_LGF|"RT @Kragar_LGF: ""anti-abortion activist""Nope, the word you're looking for is TERRORIST https://t.co/ApaDiJDRFQ"
Shadowrayven|N/A|"RT @Kragar_LGF: ""anti-abortion activist""Nope, the word you're looking for is TERRORIST https://t.co/ApaDiJDRFQ"
DCLatinMass|ThomasMoreSoc|RT @ThomasMoreSoc: 10 Christians to Stand Before New York Judge for Sidewalk Counseling at Abortion Mill: https://t.co/BlNB6ggJZQ #ProLife…
DCLatinMass|N/A|RT @ThomasMoreSoc: 10 Christians to Stand Before New York Judge for Sidewalk Counseling at Abortion Mill: https://t.co/BlNB6ggJZQ #ProLife…
RainbowZenKitty|MotherJones|RT @MotherJones: Inside the top-secret abortion underground https://t.co/psXANGTSc3 https://t.co/GhnJ2FFl94
RainbowZenKitty|N/A|RT @MotherJones: Inside the top-secret abortion underground https://t.co/psXANGTSc3 https://t.co/GhnJ2FFl94
Bostongaelic|LiveAction|"RT @LiveAction: Actor Stephen Baldwin on whether Christians can support abortion: ""You can’t be pro-choice and call yourself a follower of…"
Bostongaelic|N/A|"RT @LiveAction: Actor Stephen Baldwin on whether Christians can support abortion: ""You can’t be pro-choice and call yourself a follower of…"
Irishcatholic10|N/A|#Sinnfein Liars https://t.co/QUHvUSPJIc
LungleyJM|niall_gooch|RT @niall_gooch: I knew this would happen as soon as I heard #synod were going to have this debate. You can either value people with DS or…
LungleyJM|N/A|RT @niall_gooch: I knew this would happen as soon as I heard #synod were going to have this debate. You can either value people with DS or…
Stephen70706737|GeorgiaDirtRoad|RT @GeorgiaDirtRoad: Listen as this Abortion doctor describes what happens during 2nd term abortions. His speech may be the most powerful y…
Stephen70706737|N/A|RT @GeorgiaDirtRoad: Listen as this Abortion doctor describes what happens during 2nd term abortions. His speech may be the most powerful y…
ExposeMediaBias|LawlessRoisin|RT @LawlessRoisin: Melissa Ohden survived the abortion.Yes, sometimes babies survive abortions.Listen to her testomy to the US Congress.…
ExposeMediaBias|N/A|RT @LawlessRoisin: Melissa Ohden survived the abortion.Yes, sometimes babies survive abortions.Listen to her testomy to the US Congress.…
realRonMunson|N/A|Thry actually do, it's called abortion https://t.co/uIV6nUqshp
GaryWil59456334|POLITICSandFUN|RT @POLITICSandFUN: Worst Genocides In Modern History: Mao Zedong  34,300,000+💀Stalin                 23,000,000+💀Hitler…
GaryWil59456334|N/A|RT @POLITICSandFUN: Worst Genocides In Modern History: Mao Zedong  34,300,000+💀Stalin                 23,000,000+💀Hitler…
Cburns33Jones|GeorgiaDirtRoad|RT @GeorgiaDirtRoad: Listen as this Abortion doctor describes what happens during 2nd term abortions. His speech may be the most powerful y…
Cburns33Jones|N/A|RT @GeorgiaDirtRoad: Listen as this Abortion doctor describes what happens during 2nd term abortions. His speech may be the most powerful y…
Strumpet60|LiveAction|RT @LiveAction: Brother of woman who died from abortion at Planned Parenthood: “Justice has not been given to my sister. I lost two people…
Strumpet60|N/A|RT @LiveAction: Brother of woman who died from abortion at Planned Parenthood: “Justice has not been given to my sister. I lost two people…
topgovtgrant|gatesfoundation|New from @gatesfoundation Abortion funding limits get priorities right, bishops say https://t.co/PRTZib9ksP #FdnNews
topgovtgrant|N/A|New from @gatesfoundation Abortion funding limits get priorities right, bishops say https://t.co/PRTZib9ksP #FdnNews
SignRealLiberal|deplorabletx71|@deplorabletx71 @esjacobs @egg_mcmahon @StarScreamUSA @thehill Let's get something clear. Democrats are Pro Choice… https://t.co/tGLEWAJZqd
SignRealLiberal|deplorabletx71|@deplorabletx71 @esjacobs @egg_mcmahon @StarScreamUSA @thehill Let's get something clear. Democrats are Pro Choice… https://t.co/tGLEWAJZqd
SignRealLiberal|esjacobs|@deplorabletx71 @esjacobs @egg_mcmahon @StarScreamUSA @thehill Let's get something clear. Democrats are Pro Choice… https://t.co/tGLEWAJZqd
SignRealLiberal|egg_mcmahon|@deplorabletx71 @esjacobs @egg_mcmahon @StarScreamUSA @thehill Let's get something clear. Democrats are Pro Choice… https://t.co/tGLEWAJZqd
SignRealLiberal|StarScreamUSA|@deplorabletx71 @esjacobs @egg_mcmahon @StarScreamUSA @thehill Let's get something clear. Democrats are Pro Choice… https://t.co/tGLEWAJZqd
SignRealLiberal|thehill|@deplorabletx71 @esjacobs @egg_mcmahon @StarScreamUSA @thehill Let's get something clear. Democrats are Pro Choice… https://t.co/tGLEWAJZqd
richardmcdole|ABC7Chicago|RT @ABC7Chicago: Feds: anti-abortion activist linked to Christian terror group planned clinic attacks: https://t.co/KCTHjfgriV https://t.co…
richardmcdole|N/A|RT @ABC7Chicago: Feds: anti-abortion activist linked to Christian terror group planned clinic attacks: https://t.co/KCTHjfgriV https://t.co…
njterrie|NevineMelikian|RT @NevineMelikian: Bump stocks allow weapons to fire close to the rate of fully automatic firearms. Not another Las Vegas, please! Call…
njterrie|N/A|RT @NevineMelikian: Bump stocks allow weapons to fire close to the rate of fully automatic firearms. Not another Las Vegas, please! Call…
diannkappy|EmmaF_Resists|RT @EmmaF_Resists: Do y'all know much about the Abortion Survivors Protection Act? Guess what-- it recently passed in the House! THIS IS NO…
diannkappy|N/A|RT @EmmaF_Resists: Do y'all know much about the Abortion Survivors Protection Act? Guess what-- it recently passed in the House! THIS IS NO…
PS_Beyond|N/A|Everquest 2, now with abortion https://t.co/kpyUkQoWIA
mabry4849|LeahRBoss|RT @LeahRBoss: Never let the left lecture you on how much Republicans hate blacks, poor folks, or the disabled. 4x as many black babies a…
mabry4849|N/A|RT @LeahRBoss: Never let the left lecture you on how much Republicans hate blacks, poor folks, or the disabled. 4x as many black babies a…
eveydesade|9818783J|RT @9818783J: HMMMMM https://t.co/chOYnw9g8E
eveydesade|N/A|RT @9818783J: HMMMMM https://t.co/chOYnw9g8E
HWidler|salsanbluechips|@salsanbluechips @DCampoamor 1 in 4 women ate rapes in their lifetime and one in 4 will also get an abortion.   Do… https://t.co/AQs0UC45kM
HWidler|salsanbluechips|@salsanbluechips @DCampoamor 1 in 4 women ate rapes in their lifetime and one in 4 will also get an abortion.   Do… https://t.co/AQs0UC45kM
HWidler|DCampoamor|@salsanbluechips @DCampoamor 1 in 4 women ate rapes in their lifetime and one in 4 will also get an abortion.   Do… https://t.co/AQs0UC45kM
Shayscat|BrewtonDoug|"RT @BrewtonDoug: VIDEO: Stephen Baldwin, ""You Can't Be Pro-Choice And Christian"" https://t.co/qGU1y90Iar via @hellochristians"
Shayscat|HelloChristians|"RT @BrewtonDoug: VIDEO: Stephen Baldwin, ""You Can't Be Pro-Choice And Christian"" https://t.co/qGU1y90Iar via @hellochristians"
Shayscat|N/A|"RT @BrewtonDoug: VIDEO: Stephen Baldwin, ""You Can't Be Pro-Choice And Christian"" https://t.co/qGU1y90Iar via @hellochristians"
justinxtinglin|goodoldcatchy|RT @goodoldcatchy: Jesus wasn’t white. Trump isn’t a Christian. Trickle-down economics doesn’t work. A border wall isn’t feasible. Climate…
justinxtinglin|N/A|RT @goodoldcatchy: Jesus wasn’t white. Trump isn’t a Christian. Trickle-down economics doesn’t work. A border wall isn’t feasible. Climate…
Declan1497|FingalForLife|RT @FingalForLife: A government minister , paid by taxpayers , attacking the constitution.  A women’s group , also paid by taxpayers, attac…
Declan1497|N/A|RT @FingalForLife: A government minister , paid by taxpayers , attacking the constitution.  A women’s group , also paid by taxpayers, attac…
LoseerTeen|goodoldcatchy|RT @goodoldcatchy: Jesus wasn’t white. Trump isn’t a Christian. Trickle-down economics doesn’t work. A border wall isn’t feasible. Climate…
LoseerTeen|N/A|RT @goodoldcatchy: Jesus wasn’t white. Trump isn’t a Christian. Trickle-down economics doesn’t work. A border wall isn’t feasible. Climate…
FelipeMurrelli|patrickmadrid|RT @patrickmadrid: QUESTION: How do you debate with someone who sincerely believes abortion is not the murder of innocent children? Where d…
FelipeMurrelli|N/A|RT @patrickmadrid: QUESTION: How do you debate with someone who sincerely believes abortion is not the murder of innocent children? Where d…
usaconcretetom|RealErinCruz|@RealErinCruz Erin Cruz Where do you stand on gov funded abortion ?
usaconcretetom|RealErinCruz|@RealErinCruz Erin Cruz Where do you stand on gov funded abortion ?
FinnanEileen|March_for_Life|RT @March_for_Life: Debunking 5 late-term abortion myths of pro-abortion senators https://t.co/U1TNmGlA7D @LiveActionNews
FinnanEileen|LiveActionNews|RT @March_for_Life: Debunking 5 late-term abortion myths of pro-abortion senators https://t.co/U1TNmGlA7D @LiveActionNews
FinnanEileen|N/A|RT @March_for_Life: Debunking 5 late-term abortion myths of pro-abortion senators https://t.co/U1TNmGlA7D @LiveActionNews
kc_americangirl|LiveActionNews|"RT @LiveActionNews: Teen refuses abortion and places baby for adoption: ""I made this decision purely out of love."" https://t.co/jXkkd4JvI5"
kc_americangirl|N/A|"RT @LiveActionNews: Teen refuses abortion and places baby for adoption: ""I made this decision purely out of love."" https://t.co/jXkkd4JvI5"
atlantachck|HBCUfessions|@HBCUfessions Get an abortion smh. Why have raw sex knowing that the guy doesn’t care about you.
atlantachck|HBCUfessions|@HBCUfessions Get an abortion smh. Why have raw sex knowing that the guy doesn’t care about you.
BourkeCeline|lifefrontsquare|RT @lifefrontsquare: Abortion discriminates. Don't #repealthe8th, #savethe8th to save lives &amp; uphold the equal value of every human being 💕…
BourkeCeline|N/A|RT @lifefrontsquare: Abortion discriminates. Don't #repealthe8th, #savethe8th to save lives &amp; uphold the equal value of every human being 💕…
_sunshinestacy|goodoldcatchy|RT @goodoldcatchy: Jesus wasn’t white. Trump isn’t a Christian. Trickle-down economics doesn’t work. A border wall isn’t feasible. Climate…
_sunshinestacy|N/A|RT @goodoldcatchy: Jesus wasn’t white. Trump isn’t a Christian. Trickle-down economics doesn’t work. A border wall isn’t feasible. Climate…
RoachMonk|N/A|Incorrect,  the word you're looking for is terrorist. https://t.co/bF65hlArtL
Bill92541825|tedcruz|RT @tedcruz: As I continue to serve in the Senate, I remain committed to supporting pro-life legislation in efforts to protect the health a…
Bill92541825|N/A|RT @tedcruz: As I continue to serve in the Senate, I remain committed to supporting pro-life legislation in efforts to protect the health a…
CrystalJenkinsX|goodoldcatchy|RT @goodoldcatchy: Jesus wasn’t white. Trump isn’t a Christian. Trickle-down economics doesn’t work. A border wall isn’t feasible. Climate…
CrystalJenkinsX|N/A|RT @goodoldcatchy: Jesus wasn’t white. Trump isn’t a Christian. Trickle-down economics doesn’t work. A border wall isn’t feasible. Climate…
JaxLeSigh|YOD5FED|@YOD5FED @alexaa_speed @NARAL @AthenaSalman Abortion is about 14x safer than pregnancy &amp; childbirth. Of course you… https://t.co/FLHeLoOke8
JaxLeSigh|YOD5FED|@YOD5FED @alexaa_speed @NARAL @AthenaSalman Abortion is about 14x safer than pregnancy &amp; childbirth. Of course you… https://t.co/FLHeLoOke8
JaxLeSigh|alexaa_speed|@YOD5FED @alexaa_speed @NARAL @AthenaSalman Abortion is about 14x safer than pregnancy &amp; childbirth. Of course you… https://t.co/FLHeLoOke8
JaxLeSigh|NARAL|@YOD5FED @alexaa_speed @NARAL @AthenaSalman Abortion is about 14x safer than pregnancy &amp; childbirth. Of course you… https://t.co/FLHeLoOke8
JaxLeSigh|AthenaSalman|@YOD5FED @alexaa_speed @NARAL @AthenaSalman Abortion is about 14x safer than pregnancy &amp; childbirth. Of course you… https://t.co/FLHeLoOke8
rosecaroline9|FRCdc|"RT @FRCdc: ""Abortion should not be advanced at the expense of women's health and safety."" Ohio Supreme Court upholds order to shut down abo…"
rosecaroline9|N/A|"RT @FRCdc: ""Abortion should not be advanced at the expense of women's health and safety."" Ohio Supreme Court upholds order to shut down abo…"
TXLadyLiberty|thebradfordfile|RT @thebradfordfile: The most disturbing elective abortion laws:1. USA2. China3. Canada4. Vietnam5. Singapore6. Netherlands7. NORTH…
TXLadyLiberty|N/A|RT @thebradfordfile: The most disturbing elective abortion laws:1. USA2. China3. Canada4. Vietnam5. Singapore6. Netherlands7. NORTH…
Leah_CBR|vanOnselenP|RT @vanOnselenP: Talk about false equivalence.... https://t.co/0dDnRAUyRe
Leah_CBR|N/A|RT @vanOnselenP: Talk about false equivalence.... https://t.co/0dDnRAUyRe
aewells|goodoldcatchy|RT @goodoldcatchy: Jesus wasn’t white. Trump isn’t a Christian. Trickle-down economics doesn’t work. A border wall isn’t feasible. Climate…
aewells|N/A|RT @goodoldcatchy: Jesus wasn’t white. Trump isn’t a Christian. Trickle-down economics doesn’t work. A border wall isn’t feasible. Climate…
Declan1497|Brigid_Ire|RT @Brigid_Ire: @lifefrontsquare Abortion on Demand destroys the life of the unborn. Calling it 'icing on the cake' is grotesque and evil.…
Declan1497|lifefrontsquare|RT @Brigid_Ire: @lifefrontsquare Abortion on Demand destroys the life of the unborn. Calling it 'icing on the cake' is grotesque and evil.…
Declan1497|N/A|RT @Brigid_Ire: @lifefrontsquare Abortion on Demand destroys the life of the unborn. Calling it 'icing on the cake' is grotesque and evil.…
Felix_Forte|JordanUhl|RT @JordanUhl: *Terrorist https://t.co/XYBni4jLoK
Felix_Forte|N/A|RT @JordanUhl: *Terrorist https://t.co/XYBni4jLoK
Bgolf45|BrewtonDoug|RT @BrewtonDoug: VIDEO: Pastor Slams Senators Who Rejected Abortion Measure and Leaders Who Blessed Planned Parenthood https://t.co/WhZ9dzi…
Bgolf45|N/A|RT @BrewtonDoug: VIDEO: Pastor Slams Senators Who Rejected Abortion Measure and Leaders Who Blessed Planned Parenthood https://t.co/WhZ9dzi…
Teresav4|atticascott|"RT @atticascott: ""Kentucky and West Virginia join Missouri, Mississippi, North Dakota, and South Dakota as states that have one abortion cl…"
Teresav4|N/A|"RT @atticascott: ""Kentucky and West Virginia join Missouri, Mississippi, North Dakota, and South Dakota as states that have one abortion cl…"
cannoneerno4|POLITICSandFUN|RT @POLITICSandFUN: Worst Genocides In Modern History: Mao Zedong  34,300,000+💀Stalin                 23,000,000+💀Hitler…
cannoneerno4|N/A|RT @POLITICSandFUN: Worst Genocides In Modern History: Mao Zedong  34,300,000+💀Stalin                 23,000,000+💀Hitler…
Ada_claireexoxo|goodoldcatchy|RT @goodoldcatchy: Jesus wasn’t white. Trump isn’t a Christian. Trickle-down economics doesn’t work. A border wall isn’t feasible. Climate…
Ada_claireexoxo|N/A|RT @goodoldcatchy: Jesus wasn’t white. Trump isn’t a Christian. Trickle-down economics doesn’t work. A border wall isn’t feasible. Climate…
SignRealLiberal|SignRealLiberal|RT @SignRealLiberal: @deplorabletx71 @esjacobs @egg_mcmahon @StarScreamUSA @thehill Let's get something clear. Democrats are Pro Choice NOT…
SignRealLiberal|deplorabletx71|RT @SignRealLiberal: @deplorabletx71 @esjacobs @egg_mcmahon @StarScreamUSA @thehill Let's get something clear. Democrats are Pro Choice NOT…
SignRealLiberal|esjacobs|RT @SignRealLiberal: @deplorabletx71 @esjacobs @egg_mcmahon @StarScreamUSA @thehill Let's get something clear. Democrats are Pro Choice NOT…
SignRealLiberal|egg_mcmahon|RT @SignRealLiberal: @deplorabletx71 @esjacobs @egg_mcmahon @StarScreamUSA @thehill Let's get something clear. Democrats are Pro Choice NOT…
SignRealLiberal|StarScreamUSA|RT @SignRealLiberal: @deplorabletx71 @esjacobs @egg_mcmahon @StarScreamUSA @thehill Let's get something clear. Democrats are Pro Choice NOT…
SignRealLiberal|thehill|RT @SignRealLiberal: @deplorabletx71 @esjacobs @egg_mcmahon @StarScreamUSA @thehill Let's get something clear. Democrats are Pro Choice NOT…
SignRealLiberal|N/A|RT @SignRealLiberal: @deplorabletx71 @esjacobs @egg_mcmahon @StarScreamUSA @thehill Let's get something clear. Democrats are Pro Choice NOT…
rosecaroline9|March_for_Life|RT @March_for_Life: Ohio Supreme Court upholds order to shut down Toledo's last abortion clinic https://t.co/JGYQmCrNBD @ohiolife
rosecaroline9|ohiolife|RT @March_for_Life: Ohio Supreme Court upholds order to shut down Toledo's last abortion clinic https://t.co/JGYQmCrNBD @ohiolife
rosecaroline9|N/A|RT @March_for_Life: Ohio Supreme Court upholds order to shut down Toledo's last abortion clinic https://t.co/JGYQmCrNBD @ohiolife
ShanBarnsley|goodoldcatchy|RT @goodoldcatchy: Jesus wasn’t white. Trump isn’t a Christian. Trickle-down economics doesn’t work. A border wall isn’t feasible. Climate…
ShanBarnsley|N/A|RT @goodoldcatchy: Jesus wasn’t white. Trump isn’t a Christian. Trickle-down economics doesn’t work. A border wall isn’t feasible. Climate…
roxv_|JordanUhl|RT @JordanUhl: *Terrorist https://t.co/XYBni4jLoK
roxv_|N/A|RT @JordanUhl: *Terrorist https://t.co/XYBni4jLoK
paddytmurray|Berlinnaeus|@Berlinnaeus Anti choice? What’s wrong with the label Pro Abortion?
